全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,医療機関の種類,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,FAX番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,災害拠点分類,状況,URL,画像,画像_ライセンス,備考
352080,400042,山口県岩国市,さとう眼科,サトウガンカ,,無床診療所,352080,,山口県岩国市室の木町5丁目10番11号,山口県,岩国市室の木町5丁目10番11号,,,,34.168443,132.20188,,,0827-30-3100,,0827-30-7777,,,,,1.25001E+12,医療法人　さとう眼科,3510812674,月火水木金土,9:00:00,18:30:00,火～木曜日と土曜日は午前の診療。祝日、8/13～15、12/29～1/3は休診。,,眼科,0,,,http://www.sato-eye-clinic.jp/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400043,山口県岩国市,新岩国外科内科医院,シンイワクニゲカナイカイイン,,無床診療所,352080,,山口県岩国市御庄1丁目105-3,山口県,岩国市御庄1丁目105-3,,,,34.16422,132.147844,,,0827-45-0200,,0827-45-0201,,,,,5.25001E+12,医療法人　山代会,3510812476,月火水木金土,8:30:00,17:00:00,木曜日と土曜日は午前の診療。祝日、8/14・15、12/31～1/2は休診。,,内科、呼吸器科、消化器科、循環器科、外科、放射線科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400044,山口県岩国市,そだクリニック,ソダクリニック,,無床診療所,352080,,岩国市麻里布町３丁目１５－７,,岩国市麻里布町３丁目１５－７,,,,34.137596,132.221618,,,0827-21-0100,,0827-21-0150,,,,,,,3510812690,月火水木金土,9:00:00,17:30:00,木曜日と土曜日は午前の診療。祝日、8/13～15、12/30～1/3は休診。,,消火器内科、腎臓内科、糖尿病内科、透析内科、緩和ケア内科、外科、整形外科,0,,,https://sodaclinic.jp/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400045,山口県岩国市,医療法人睦み会　高田耳鼻咽喉科クリニック,イリョウホウジン　ムツミカイ　タカタジビインコウカクリニック,,無床診療所,352080,,山口県岩国市麻里布町2丁目7番12号,山口県,岩国市麻里布町2丁目7番12号,,,,34.169024,132.222564,,,0827-24-1666,,0827-24-2328,,,,,7.25001E+12,医療法人睦み会　高田耳鼻咽喉科クリニック,3510812393,月火水木金土,9:00:00,17:40:00,木曜日と土曜日は午前の診療。祝日、8/14～16、12/30～1/3は休診。,,耳鼻咽喉科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400048,山口県岩国市,たかた整形外科,タカタセイケイゲカ,,無床診療所,352080,,山口県岩国市南岩国町3丁目17番17号,山口県,岩国市南岩国町3丁目17番17号,,,,34.129713,132.198696,,,0827-31-3399,,0827-31-4838,,,,,6.25001E+12,医療法人社団　たかた整形外科,3510812054,月火水木金土,9:00:00,17:00:00,木曜日と土曜日は午前の診療。祝日、8/12～16、12/29～1/4は休診。,,整形外科、リハビリテーション科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400049,山口県岩国市,友田ファミリークリニック,トモタファミリークリニック,,無床診療所,352080,,山口県岩国市今津町1丁目11-28,山口県,岩国市今津町1丁目11-28,,,,34.167091,132.221264,,,0827-21-0913,,0827-24-2618,,,,,4.25001E+12,医療法人三修会,3510812732,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、12/31～1/3は休診。,,内科、婦人科,0,,,https://tomota-fc.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400050,山口県岩国市,とくとみ内科胃腸科クリニック,トクトミナイカイチョウカクリニック,,無床診療所,352080,,山口県岩国市立石町1丁目3番18号,山口県,岩国市立石町1丁目3番18号,,,,34.177822,132.229321,,,0827-24-5000,,0827-24-5521,,,,,1.25001E+12,医療法人社団　とくとみクリニック,3510812096,月火水木金土,9:00:00,17:30:00,水曜日と土曜日は午前の診療。祝日、12/29～1/3は休診。,,内科、消化器科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400051,山口県岩国市,中川医院,ナカガワイイン,,無床診療所,352080,,山口県岩国市中津町1丁目24番3号,山口県,岩国市中津町1丁目24番3号,,,,34.156423,132.215415,,,0827-24-1515,,0827-24-1516,,,,,9.25001E+12,医療法人　あろう会,3510812351,月火水木金土,9:00:00,18:00:00,水曜日、木曜日、土曜日は午前の診療。祝日、8/14～16、12/30～1/3は休診。,,内科、呼吸器科、胃腸科、小児科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400052,山口県岩国市,永安クリニック,ナガヤスイイン,,無床診療所,352080,,山口県岩国市尾津町2丁目14番50号,山口県,岩国市尾津町2丁目14番50号,,,,34.140661,132.210783,,,0827-31-7262,,0827-31-7076,,,,,4.25001E+12,医療法人　永安クリニック,3510812567,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/13～15、12/29～1/3は休診。,,内科、消化器科、外科、放射線科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400053,山口県岩国市,医療法人社団 西岡医院,イリョウホウジンシャダン　ニシオカイイン,,無床診療所,352080,,山口県岩国市通津3715番地2,山口県,岩国市通津3715番地2,,,,34.070184,132.206195,,,0827-38-2220,,0827-38-2203,,,,,8.25001E+12,医療法人社団　西岡医院,3510812518,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/13～16、12/29～1/3は休診。,,内科、胃腸科、小児科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400054,山口県岩国市,岩国市立柱島診療所,イワクニシリツハシラジマシンリョウショ,,無床診療所,352080,,山口県岩国市柱島132番地の7,山口県,岩国市柱島132番地の7,,,,34.021746,132.421465,,,0827-48-2311,,,,,,,,,3510810256,木,9:00:00,16:00:00,祝日、12/29～1/3は休診。,,内科,0,,,https://www.city.iwakuni.lg.jp/map/13459.html,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400055,山口県岩国市,はるなウィメンズクリニック,ハルナウィメンズクリニック,,有床診療所,352080,,山口県岩国市平田1丁目28番地27号,山口県,岩国市平田1丁目28番地27号,,,,34.149041,132.181505,,,0827-32-7007,,0827-32-8606,,,,,6.25001E+12,医療法人　はるなウィメンズクリニック,3510812385,月火水木金土,9:30:00,18:00:00,土曜日は午前の診療。第1・3・5月曜日は休診。祝日、8/14～16、12/30～1/3は休診。,,胃腸科、外科、産科、婦人科、こう門科,19,,,http://www.haruna-clinic.jp/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400056,山口県岩国市,廣中泌尿器科,ヒロナカヒニョウキカ,,無床診療所,352080,,山口県岩国市錦見2丁目7番50号,山口県,岩国市錦見2丁目7番50号,,,,34.165843,132.191821,,,0827-43-1135,,0827-43-1137,,,,,4.25001E+12,医療法人社団　廣中泌尿器科,3510811775,月火水木金土,9:00:00,17:00:00,木曜日と土曜日は午前の診療。祝日は休診。,,泌尿器科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400057,山口県岩国市,医療法人 ひろいし小児クリニック,イリョウホウジン　ヒロイシショウニクリニック,,無床診療所,352080,,山口県岩国市尾津町1丁目17番4号,山口県,岩国市尾津町1丁目17番4号,,,,34.145843,132.211524,,,0827-32-7000,,0827-32-7100,,,,,5.25001E+12,医療法人　ひろいし小児クリニック,3510812138,月火水金土,9:00:00,18:00:00,祝日、8/12～14、12/30～1/3は休診。,,内科、小児科、皮膚科,0,,,https://www.hiroishi-shounika.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400059,山口県岩国市,医療法人 ふじもと小児科,イリョウホウジン　フジモトショウニカ,,無床診療所,352080,,山口県岩国市保津町2丁目4番51号,山口県,岩国市保津町2丁目4番51号,,,,34.083149,132.209255,,,0827-39-1105,,0827-39-1106,,,,,5.25001E+12,医療法人　ふじもと小児科,3510812401,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、12/30～1/3は休診。,,小児科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400187,山口県岩国市,ふじもと内科クリニック,フジモトナイカクリニック,,無床診療所,352080,,岩国市尾津町2丁目22番10号,,岩国市尾津町2丁目22番10号,,,,34.134852,132.206923,,,0827-31-3377,,0827-31-3339,,,,,7.25001E+12,医療法人社団　三志会,3510812948,月火水木金土,8:30:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/15、12/31～1/3は休診。,,内科、循環器内科、呼吸器内科、アレルギー科,0,,,https://sansikai.com/service,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400188,山口県岩国市,ふじもと眼科クリニック,フジモトガンカクリニック,,無床診療所,352080,,岩国市尾津町2丁目22番10号,,岩国市尾津町2丁目22番10号,,,,34.134852,132.206923,,,0827-28-5524,,0827-28-5519,,,,,,,3510812930,月火水金土,8:30:00,17:30:00,火曜日と土曜日は午前の診療。祝日、8/13～15、12/29～1/3は休診。,,眼科,0,,,https://fujimoto-eye-clinic.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400060,山口県岩国市,ふくもと内科循環器科,フクモトナイカジュンカンキカ,,無床診療所,352080,,山口県岩国市御庄3丁目102-7,山口県,岩国市御庄3丁目102-7,,,,34.167752,132.154289,,,0827-45-2020,,0827-45-2500,,,,,,,3510812492,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/14・15、12/30～1/3は休診。,,内科、呼吸器科、消化器科、循環器科、神経内科、心療内科、アレルギー科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400061,山口県岩国市,豊岳小児科医院,ホウガクショウニカイイン,,無床診療所,352080,,山口県岩国市山手町1丁目16番35号,山口県,岩国市山手町1丁目16番35号,,,,34.167197,132.217828,,,0827-24-9255,,0827-24-9258,,,,,,,3510812443,月火水木金土,8:30:00,17:30:00,毎週金曜日の午後は予防接種、乳幼児健診の予約外来診療のみ。土曜日は15時まで診療。祝日、8/12～15、12/29～1/3は休診。,,小児科,0,,,https://www.hogaku-shonika.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400062,山口県岩国市,医療法人 松原クリニック循環器科・内科,イリョウホウジン　マツバラクリニックジュンカンキカナイカ,,無床診療所,352080,,山口県岩国市平田5丁目42番17号,山口県,岩国市平田5丁目42番17号,,,,34.139369,132.191571,,,0827-31-5566,,0827-31-6276,,,,,8.25001E+12,医療法人　松原クリニック,3510812286,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/13～16、12/29～1/3は休診。,,内科、循環器科,0,,,http://matsubara-cl.jp/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400063,山口県岩国市,マサキ外科肛門科,マサキゲカコウモンカ,,有床診療所,352080,,山口県岩国市麻里布町5丁目3-12,山口県,岩国市麻里布町5丁目3-12,,,,34.174197,132.223884,,,0827-22-0088,,0827-22-8877,,,,,,,3510811478,月火水木金土,9:00:00,17:45:00,木曜日と土曜日は午前の診療。祝日、8/13～15、12/31～1/3は休診。,,胃腸科、外科、整形外科、皮膚科、肛門科、麻酔科,8,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400065,山口県岩国市,医療法人 増田耳鼻咽喉科,イリョウホウジン　マスダジビインコウカ,,無床診療所,352080,,山口県岩国市尾津町2丁目19番10号,山口県,岩国市尾津町2丁目19番10号,,,,34.138549,132.207888,,,0827-31-8231,,0827-31-8271,,,,,5.25001E+12,医療法人　増田耳鼻咽喉科,3510812526,月火水金土,9:00:00,17:00:00,土曜日は午前の診療。祝日は休診。,,耳鼻咽喉科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400066,山口県岩国市,まるひさ眼科,マルヒサガンカ,,無床診療所,352080,,山口県岩国市尾津町2丁目14番59号,山口県,岩国市尾津町2丁目14番59号,,,,34.141288,132.211389,,,0827-34-5333,,0827-34-5222,,,,,6.25001E+12,医療法人一心会,3510812450,月火水木金土,8:30:00,17:00:00,火～木曜日と土曜日は午前の診療。祝日は休診。,,眼科,0,,,https://maruhisa-eyeclinic.jp/customer/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400068,山口県岩国市,まつうら内科,マツウラナイカ,,無床診療所,352080,,山口県岩国市岩国4丁目7番23号,山口県,岩国市岩国4丁目7番23号,,,,34.165001,132.185235,,,0827-43-1248,,0827-43-3093,,,,,9.25001E+12,医療法人社団　松浦胃腸科,3510812666,月火水木金土,9:00:00,17:30:00,木曜日と土曜日は午前の診療。祝日、5/3～6、8/15、12/30～1/3は休診。,,内科、消化器科,0,,,https://www.matsuura-naika.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400069,山口県岩国市,まつい内科クリニック,マツイナイカクリニック,,無床診療所,352080,,山口県岩国市山手町1丁目22番25号,山口県,岩国市山手町1丁目22番25号,,,,34.168382,132.214604,,,0827-30-1200,,0827-30-1201,,,,,8.25001E+12,医療法人　芳心会,3510812856,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、12/30～1/3は休診。,,内科、循環器内科、呼吸器内科,0,,,http://www.matsui-naika.jp/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400072,山口県岩国市,みい眼科,ミイガンカ,,無床診療所,352080,,山口県岩国市中津町1丁目20番28号,山口県,岩国市中津町1丁目20番28号,,,,34.153317,132.215196,,,0827-30-3131,,0827-30-3132,,,,,,,3510812534,月火水木金土,8:40:00,18:00:00,木曜日と土曜日は午前の診療。ただし、第4木曜日は午後の外来診療あり。火曜日と水曜日は手術日のため午後の外来診療はなし。祝日と第4土曜日は休診。,,眼科,0,,,http://www.mii-ganka.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400073,山口県岩国市,医療法人 村重内科医院,イリョウホウジン　ムラシゲナイカイイン,,無床診療所,352080,,山口県岩国市中津町3丁目2番19号,山口県,岩国市中津町3丁目2番19号,,,,34.153924,132.219456,,,0827-21-8081,,0827-21-8003,,,,,4.25001E+12,医療法人　村重内科医院,3510812153,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/14～16、12/29～1/3は休診。,,内科、消化器科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400074,山口県岩国市,村岡整形外科,ムラオカセイケイゲカ,,有床診療所,352080,,山口県岩国市山手町1丁目6番20号,山口県,岩国市山手町1丁目6番20号,,,,34.169878,132.217179,,,0827-22-2181,,0827-22-2182,,,,,,,3510811320,月火水木金土,9:00:00,18:00:00,土曜日は午前の診療。祝日、8/13～16、12/30～1/3は休診。,,整形外科、理学診療科,0,,,http://website2.infomity.net/8080508/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400075,山口県岩国市,医療法人社団はじめ会 森脇整形外科医院,イリョウホウジンシャダン　ハジメカイ　モリワキセイケイゲカイイン,,無床診療所,352080,,山口県岩国市尾津町2丁目23番14号,山口県,岩国市尾津町2丁目23番14号,,,,34.137743,132.207314,,,0827-31-1234,,0827-31-1299,,,,,6.25001E+12,医療法人社団　はじめ会,3510811338,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/12・13、12/29～1/3は休診。,,整形外科、リハビリテーション科、リウマチ科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400077,山口県岩国市,毛利小児科,モウリショウニカ,,無床診療所,352080,,山口県岩国市山手町2丁目18番8号,山口県,岩国市山手町2丁目18番8号,,,,34.165026,132.213224,,,0827-23-6677,,0827-23-6678,,,,,9.25001E+12,医療法人社団　毛利小児科,3510812617,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。14:00～15:00は予防接種、乳児健診。午後の一般診察は15:00から受付、診察開始。祝日は休診。,,小児科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400078,山口県岩国市,医療法人社団まりふ会 森脇神経科・内科医院,イリョウホウジンシャダン　マリフカイ　モリワキシンケイカナイカイイン,,無床診療所,352080,,山口県岩国市今津町1丁目11番23号,山口県,岩国市今津町1丁目11番23号,,,,34.166741,132.220713,,,0827-21-1558,,0827-21-4338,,,,,7.25001E+12,医療法人社団　まりふ会,3510812021,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/12～13、12/29～1/3は休診。,,内科、精神科、神経内科、心療内科,0,,,http://marifukai.com/moriwaki.html,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400080,山口県岩国市,やすだクリニック,ヤスダクリニック,,無床診療所,352080,,山口県岩国市今津町4丁目4番19号,山口県,岩国市今津町4丁目4番19号,,,,34.165481,132.216088,,,0827-21-1110,,0827-21-7339,,,,,4.25001E+12,医療法人社団　慈愛会,3510811635,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/13～16、12/28～1/5は休診。,,内科、循環器科,0,,,https://yasudacl.jp/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400082,山口県岩国市,やましたクリニック,ヤマシタクリニック,,無床診療所,352080,,山口県岩国市尾津町1丁目12番29号,山口県,岩国市尾津町1丁目12番29号,,,,34.14384,132.212501,,,0827-34-0303,,0827-34-0304,,,,,,,3510812302,月火水木金土日,9:00:00,19:00:00,水曜日と日曜日と祝日は午前の診療。,,内科、胃腸内科、肛門科、消化器内視鏡内科,0,,,http://yamashita-clinic-iwakuni.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400083,山口県岩国市,医療法人　やすおか皮フ科クリニック,イリョウホウジン　ヤスオカヒフカクリニック,,無床診療所,352080,,山口県岩国市山手町2丁目18番12号,山口県,岩国市山手町2丁目18番12号,,,,34.16491,132.212838,,,0827-29-1112,,0827-29-1113,,,,,8.25001E+12,医療法人　やすおか皮フ科クリニック,3510812427,月火水金土,9:00:00,18:00:00,土曜日は午前の診療。火曜日の午後は手術のため、一般診療開始時刻が15時。祝日は休診。,,皮膚科、アレルギー科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400085,山口県岩国市,医療法人 横田内科医院,イリョウホウジン　ヨコタナイカイイン,,無床診療所,352080,,山口県岩国市南岩国町4丁目57番10号,山口県,岩国市南岩国町4丁目57番10号,,,,34.131099,132.197499,,,0827-32-1500,,0827-32-1519,,,,,4.25001E+12,医療法人　横田内科医院,3510812419,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/13～15、12/30～1/4は休診。,,消火器内科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400086,山口県岩国市,医療法人 吉岡耳鼻咽喉科,イリョウホウジン　ヨシオカジビインコウカ,,無床診療所,352080,,山口県岩国市南岩国町1丁目30番19号,山口県,岩国市南岩国町1丁目30番19号,,,,34.136082,132.200235,,,0827-32-4133,,0827-32-4134,,,,,1.25001E+12,医療法人　吉岡耳鼻咽喉科,3510811858,月火水木金土,9:00:00,17:30:00,木曜日は午前の診療。土曜日の午後は16:30までの診療。祝日は休診。,,耳鼻咽喉科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400087,山口県岩国市,鷲田医院,ワシダイイン,,無床診療所,352080,,山口県岩国市麻里布町7丁目15番1号,山口県,岩国市麻里布町7丁目15番1号,,,,34.171486,132.215687,,,0827-24-1108,,0827-22-9353,,,,,8.25001E+12,医療法人社団　育明会,3510812187,月火水木金土,9:00:00,13:00:00,祝日、8/13～15、12/30～1/3は休診。,,内科、胃腸科、外科、麻酔科,0,,,http://www.ikumeikai.jp/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400088,山口県岩国市,にしみ内科クリニック,ニシミナイカクリニック,,無床診療所,352080,,山口県岩国市錦見6丁目14番31号,山口県,岩国市錦見6丁目14番31号,,,,34.164282,132.196209,,,0827-44-2437,,0827-44-2525,,,,,3.25001E+12,医療法人にしみ内科クリニック,3510812849,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日、8/13～15、12/30～1/3は休診。,,内科、消化器科、内視鏡内科,0,,,http://nishimi-naika.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400089,山口県岩国市,やまもとハートクリニック,ヤマモトハートクリニック,,無床診療所,352080,,山口県岩国市牛野谷町2丁目25番15号,山口県,岩国市牛野谷町2丁目25番15号,,,,34.153641,132.201391,,,0827-32-8100,,0827-32-8100,,,,,,,3510812765,月火水木金土,8:30:00,17:00:00,水曜日と土曜日は午前の診療。祝日は休診。,,内科、循環器科,0,,,,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400091,山口県岩国市,南岩国たにおか内科クリニック,ミナミイワクニタニオカナイカクリニック,,無床診療所,352080,,山口県岩国市南岩国町1丁目14-24,山口県,岩国市南岩国町1丁目14-24,,,,34.135114,132.204658,,,0827-34-3300,,0827-34-3301,,,,,,,3510812781,月火水木金土,9:00:00,18:00:00,木曜日と土曜日は午前の診療。祝日は休診。,,内科、消化器内科、内視鏡内科,0,,,https://www.tanioka-clinic.jp/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400092,山口県岩国市,はせがわクリニック,ハセガワクリニック,,無床診療所,352080,,山口県岩国市山手町1丁目10番7号,山口県,岩国市山手町1丁目10番7号,,,,34.168385,132.218208,,,0827-21-1117,,0827-21-1207,,,,,9.25001E+12,医療法人　栄德会,3510812898,月火水木金土,9:00:00,18:00:00,水曜日と土曜日は午前の診療。祝日、12/29～1/3は休診。,,内科、循環器内科,0,,,https://hasegawa-med.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400093,山口県岩国市,じんこどもクリニック,ジンコドモクリニック,,無床診療所,352080,,山口県岩国市南岩国町1丁目30番9号,山口県,岩国市南岩国町1丁目30番9号,,,,34.13606,132.201409,,,0827-31-8111,,0827-31-8112,,,,,,,3510812807,月火水木金土,9:00:00,18:00:00,水曜日は午前の診療。土曜日の午後は完全予約制で、15:00まで。祝日、第4土曜日、12/29～1/3は休診。,,小児科,0,,,https://www.jin-kodomo-c.com/,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
352080,400181,山口県岩国市,やまもと耳鼻咽喉科クリニック,ヤマモトジビインコウカクリニック,,無床診療所,352080,,山口県岩国市麻里布町６丁目９－１９,山口県,岩国市麻里布町６丁目９－１９,,,,34.16902,132.219075,,,0827-35-4587,,0827-35-4588,,,,,,,3510812864,月火木金土,9:00:00,18:00:00,土曜日と祝日は午前の診療。12/29～1/3は休診。,,耳鼻咽喉科、麻酔科,0,,,https://tyamamoto-ent.jp,,,記載内容は令和６年11月1日現在のものです。診療日や時間が変更となっている場合があります。また、診療科によって診療終了時間が異なる場合があるので、詳細は各医療機関にお問い合わせください。
