全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
352080,1200064,山口県岩国市,川下旭運動広場,カワシモアサヒウンドウヒロバ,,,,,,352080,,山口県岩国市旭町3-2216-1,山口県,岩国市旭町3-2216-1,,,,34.160542,132.235796,,,0827-32-7411,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,,12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,障害者用駐車場有り、多目的トイレ有り
352080,1200065,山口県岩国市,由宇歴史民俗資料館,ユウレキシミンゾクシリョウカン,,歴民,,,,352080,,山口県岩国市由宇町神東614-10,山口県,岩国市由宇町神東614-10,,,,34.018121,132.217549,,,0827-63-1515,,,,,,1.00002E+12,岩国市,火水金土日,9:00:00,16:30:00,月・木曜日が祝日または振替日に当たるときは翌日が利用不可。12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,障がい者用駐車場有り、スロープ有り、多目的トイレ有り
352080,1200066,山口県岩国市,周東文化会館,シュウトウブンカカイカン,,パストラルホール,,,,352080,,山口県岩国市周東町用田10137-8,山口県,岩国市周東町用田10137-8,,,,34.080247,132.048497,,,0827-84-1400,,,,,,1.00002E+12,岩国市,火水木金土日,8:30:00,17:00:00,12/29から1/3は利用不可。開館時間は午後10時まで延長することができる。,,,,,,,,,,,,,,,,,,,http://www.pastoralhall.org/,,,身障者用駐車場、多目的トイレ
352080,1200067,山口県岩国市,周東米川グラウンド,シュウトウヨネガワグラウンド,,,,,,352080,,山口県岩国市周東町下須通425-1,山口県,岩国市周東町下須通425-1,,,,34.091963,132.011812,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,
352080,1200068,山口県岩国市,周東用田グラウンド,シュウトウヨウダグラウンド,,,,,,352080,,山口県岩国市周東町用田10190-2,山口県,岩国市周東町用田10190-2,,,,34.079065,132.044658,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,,12/29から1/3は利用不可。終了時間は日没まで。,,,,,,,,,,,,,,,,,,,,,,多目的トイレ有り
352080,1200069,山口県岩国市,いわくに消防防災センター（消防本部・中央消防署）,イワクニショウボウボウサイセンター,,,,,,352080,,山口県岩国市愛宕町1-４-1,山口県,岩国市愛宕町1-４-1,,,,34.145047,132.200235,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,,,,,,,,,,,,,,,,,,,,,,,,,障害者用駐車場、車椅子対応エレベーター、多目的トイレ
352080,1200070,山口県岩国市,米川出張所,ヨネガワシュッチョウショ,,,,,,352080,,山口県岩国市周東町下須通378,山口県,岩国市周東町下須通378,,,,34.091201,132.012701,,,0827-84-0002,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,土曜日、日曜日、祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,スロープあり
352080,1200071,山口県岩国市,川越出張所,カワゴエシュッチョウショ,,,,,,352080,,山口県岩国市周東町獺越1560-5,山口県,岩国市周東町獺越1560-5,,,,34.130838,131.99157,,,0827-86-0116,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,土曜日、日曜日、祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,スロープあり
352080,1200072,山口県岩国市,祖生出張所,ソオシュッチョウショ,,,,,,352080,,山口県岩国市周東町祖生4541-1,山口県,岩国市周東町祖生4541-1,,,,34.071537,132.116496,,,0827-85-0001,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,17:15:00,土曜日、日曜日、祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,スロープあり
352080,1200073,山口県岩国市,岩国市科学センター,イワクニシカガクセンター,,,,,,352080,,山口県岩国市麻里布町6-14-25,山口県,岩国市麻里布町6-14-25,,,,34.168769,132.218485,,,0827-22-0122,,,,,,1.00002E+12,岩国市,火水木金土日,9:00:00,17:00:00,月曜日が祝日の場合は翌日及び12/29から1/3が利用不可。,,,,,,,,,,,,,,,,,,,,,,
352080,1200074,山口県岩国市,福祉会館,フクシカイカン,,,,,,352080,,山口県岩国市麻里布町7-1-2,山口県,岩国市麻里布町7-1-2,,,,34.171415,132.219224,,,0827-22-5877,,,,,,1.00002E+12,岩国市,火水木金土日,9:00:00,22:00:00,祝日は利用不可。月曜日が休日の場合は翌日及び1/2から1/4、12/29から12/31が利用不可。,,,,,,,,,,,,,,,,,,,,,,エレベーターあり、障がい者用駐車場あり、障がい者用トイレあり、車椅子貸出あり、点字ブロックあり
352080,1200075,山口県岩国市,本郷農山村広場,ホンゴウノウサンソンヒロバ,,,,,,352080,,山口県岩国市本郷町本郷1668-1,山口県,岩国市本郷町本郷1668-1,,,,34.289806,132.036998,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,8:00:00,22:00:00,,,,,,,,,,,,,,,,,,,,,,,多目的トイレあり、障がい者用駐車場あり
352080,1200076,山口県岩国市,岩国市民文化会館,イワクニシミンブンカカイカン,,,,,,352080,,山口県岩国市山手町1-15-3,山口県,岩国市山手町1-15-3,,,,34.167307,132.218351,,,0827-24-1221,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,http://iwakuni-cityhall.com/,,,エレベーターあり、多目的トイレあり、障がい者用駐車場あり
352080,1200077,山口県岩国市,岩国運動公園,イワクニウンドウコウエン,,,,,,352080,,山口県岩国市平田1-40-1,山口県,岩国市平田1-40-1,,,,34.156403,132.185934,,,0827-32-7411,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,https://iwakuni-sportspark.com/,,,障害者用駐車場有り、スロープ有り、エレベーター有り、多目的トイレ有り
352080,1200078,山口県岩国市,市民球場,シミンキュウジョウ,,,,,,352080,,山口県岩国市牛野谷町1-21-6,山口県,岩国市牛野谷町1-21-6,,,,34.154822,132.193615,,,0827-32-7411,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,19:00:00,12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,https://iwakuni-sportspark.com/,,,
352080,1200080,山口県岩国市,美和秋中グラウンド,ミワアキナカグラウンド,,,,,,352080,,山口県岩国市美和町秋掛36,山口県,岩国市美和町秋掛36,,,,34.31705,132.09043,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,,,,,,,,,,,,,,,,,,,,,,,
352080,1200081,山口県岩国市,美和町スポーツ広場休憩所,ミワマチスポーツヒロバキュウケイショ,,,,,,352080,,山口県岩国市美和町生見12451-1,山口県,岩国市美和町生見12451-1,,,,34.228074,132.067262,,,,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,,,,,,,,,,,,,,,,,,,,,,,,
352080,1200082,山口県岩国市,美和文化会館,ミワブンカカイカン,,ハーモニーみわ,,,,352080,,山口県岩国市美和町渋前1751,山口県,岩国市美和町渋前1751,,,,34.221847,132.0871,,,0827-95-0005,,,,,,1.00002E+12,岩国市,月火水木金土日,9:00:00,22:00:00,12/25から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,車椅子段差対応、障がい者用駐車場有り、スロープ有り、エレベーターあり、多目的トイレ有り、車椅子貸出有り
352080,1200083,山口県岩国市,美和歴史民俗資料館,ミワレキシミンゾクシリョウカン,,,,,,352080,,山口県岩国市美和町渋前1846,山口県,岩国市美和町渋前1846,,,,34.222323,132.078509,,,,,,,,,1.00002E+12,岩国市,月火水木金,9:00:00,17:00:00,祝日及び12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,,,,
352080,1200084,山口県岩国市,サン・ビレッジ周東,サン・ビレッジシュウトウ,,,,,,352080,,山口県岩国市周東町用田10169-1,山口県,岩国市周東町用田10169-1,,,,34.079672,132.048032,,,0827-84-1400,,,,,,1.00002E+12,岩国市,火水木金土日,9:00:00,21:30:00,12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,https://www.pastoralhall.org/sun_village/,,,管理棟バリアフリー対応
352080,1200085,山口県岩国市,周東体育センター,シュウトウタイイクセンター,,,,,,352080,,山口県岩国市周東町用田10137-8,山口県,岩国市周東町用田10137-8,,,,34.080549,132.049463,,,0827-84-1400,,,,,,1.00002E+12,岩国市,火水木金土日,8:30:00,22:00:00,12/29から1/3は利用不可。,,,,,,,,,,,,,,,,,,,https://www.pastoralhall.org/sun_village/,,,バリアフリー対応
352080,1200086,山口県岩国市,岩国市みすみクリーンセンター,イワクニシミスミクリーンセンター,,,,,,352080,,山口県岩国市三角町3-2-7,山口県,岩国市三角町3-2-7,,,,34.160131,132.244813,,,0827-21-8305,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,16:30:00,一般搬入不可,,,,,,,,,,,,,,,,,,,https://www.city.iwakuni.lg.jp/soshiki/24/35150.html,,,
352080,1200088,山口県岩国市,岩国市リサイクルプラザ,イワクニシリサイクルプラザ,,,,,,352080,,山口県岩国市平田2-12-30,山口県,岩国市平田2-12-30,,,,34.143937,132.172131,,,0827-32-5303,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,16:30:00,一部の祝日や12/31から1/3は利用不可。,,,,,,,,,,,,,,,,,,,https://www.city.iwakuni.lg.jp/soshiki/24/35150.html,,,
352080,1200089,山口県岩国市,岩国市日の出町最終処分場,イワクニシヒノデマチサイシュウショブンジョウ,,,,,,352080,,山口県岩国市日の出町2-70,山口県,岩国市日の出町2-70,,,,34.166727,132.24786,,,0827-29-0355,,,,,,1.00002E+12,岩国市,月火水木金,8:30:00,16:30:00,一般搬入不可,,,,,,,,,,,,,,,,,,,https://www.city.iwakuni.lg.jp/soshiki/24/35150.html,,,
352080,1200090,山口県岩国市,岩国市本郷ごみ処理場,イワクニシホンゴウゴミショリジョウ,,,,,,352080,,山口県岩国市本郷町波野951,山口県,岩国市本郷町波野951,,,,34.248016,132.022415,,,0827-75-2049,,,,,,1.00002E+12,岩国市,月火水木金,9:00:00,16:00:00,一部の祝日や12/31から1/3は利用不可。,,,,,,,,,,,,,,,,,,,https://www.city.iwakuni.lg.jp/soshiki/24/35150.html,,,
352080,1200091,山口県岩国市,サンライズクリーンセンター,サンライズクリーンセンター,,,,,,352080,,山口県岩国市日の出町2-75,山口県,岩国市日の出町2-75,,,,34.169131,132.247814,,,0827-23-5389,,,,,,1.00002E+12,岩国市,月火水木金土,8:30:00,16:30:00,土曜日は8:30から11:45まで。一部の祝日や12/31から1/3は利用不可。,,,,,,,,,,,,,,,,,,,https://www.city.iwakuni.lg.jp/soshiki/24/35150.html,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
